fami_educacionmadre_num,cole_naturaleza_num,punt_global_scaled
7,1,-0.8516960014416137
6,1,-0.14124020617794664
3,1,-0.049568490660054115
6,1,0.5462976602062474
6,1,-2.272607591968948
9,1,-0.11832227729847351
11,2,0.04210322485783841
9,2,0.20252872701415034
6,1,-1.057957361356872
10,1,-2.845555813955776
4,1,-0.003732632901107851
6,1,-1.6538235122231735
7,2,0.7983948778804518
6,1,1.2567534554699145
7,1,0.15669286925520406
6,1,-1.562151796705281
11,2,2.5172395438409367
12,1,2.058880966251474
6,2,-0.41625535273162423
6,1,-1.0121215035979256
4,1,-0.6225167126468825
6,2,0.7296410912420324
11,2,1.508850673144119
6,2,0.11085701149625782
4,1,-2.3184434497278943
7,1,-0.14124020617794664
7,2,0.6838052334830861
7,1,-1.1954649346337107
6,1,-0.9204497880800332
7,1,-0.7600242859237212
7,1,-0.11832227729847351
9,1,-0.8516960014416137
9,1,-1.26421872127213
11,1,0.08793908261678468
12,2,-0.026650561780580985
7,1,0.660887304603613
12,2,1.210917597710968
6,1,-0.43917328161109737
7,1,0.6838052334830861
12,1,-0.20999399281636605
11,1,-0.5079270682495167
5,1,-0.6454346415263555
9,1,1.2567534554699145
4,2,-0.6912704992853018
11,1,0.317118371411516
9,2,1.8067837485772695
9,1,0.3629542291704623
7,1,1.165081739952022
8,1,-1.8371669432589584
9,1,-0.7829422148031944
7,1,-3.0747351027505077
3,1,-0.8287780725621406
9,1,0.660887304603613
5,1,-0.6225167126468825
9,1,-0.20999399281636605
12,1,1.4400968865056996
12,2,0.4317080158088817
7,2,-0.8058601436826675
7,1,0.1796107981346772
6,1,-0.89753185920056
7,1,0.5692155890857205
6,1,0.6150514468446667
6,1,0.019185295978365283
11,1,0.40879008692940855
11,1,-0.553762926008463
9,1,0.6379693757241398
7,1,-1.4704800811873884
7,1,1.187999668831495
6,1,0.6838052334830861
5,1,-0.9433677169595063
11,2,0.8213128067599249
4,1,-1.1725470057542375
12,2,0.7067231623625593
3,1,-0.32458363721373173
9,1,-1.8371669432589584
10,2,0.8671486645188712
6,1,0.1796107981346772
7,1,-0.8746139303210869
9,1,0.6379693757241398
7,1,-0.5766808548879362
4,1,-0.23291192169583919
7,2,-1.768413156620539
7,1,-0.5766808548879362
11,2,1.165081739952022
7,1,-1.6996593699821196
9,2,0.4317080158088817
11,1,0.3629542291704623
11,2,1.4630148153851725
8,1,1.1192458821930757
4,1,-0.4620912104905705
11,1,-0.5766808548879362
11,2,1.6234403175414847
9,2,-0.20999399281636605
7,2,0.40879008692940855
7,2,-0.3475015660932048
11,2,0.22544665589362348
6,1,-0.8746139303210869
9,2,-0.1870760639368929
7,1,-1.0350394324773988
9,1,-0.3016657083342586
9,1,0.5921335179651936
9,2,-0.553762926008463
11,1,-1.0350394324773988
6,1,-0.6683525704058287
12,1,1.2796713843493877
6,2,0.9817383089162368
7,1,-0.8516960014416137
12,2,0.8442307356393981
11,1,-0.003732632901107851
9,1,-0.37041949497267795
7,1,0.2483645847730966
7,1,0.4546259446883548
6,1,0.40879008692940855
7,1,1.165081739952022
4,1,-1.562151796705281
9,1,0.3629542291704623
7,2,0.4317080158088817
11,1,1.3255072421083338
6,1,-0.003732632901107851
8,1,0.08793908261678468
5,1,-0.2558298505753123
9,1,1.0963279533136026
11,1,0.019185295978365283
7,1,1.3713430998672802
9,2,-0.026650561780580985
11,2,0.317118371411516
11,1,0.08793908261678468
7,1,-1.1037932191158182
8,1,0.019185295978365283
6,1,0.9129845222778175
6,1,-0.9662856458389795
7,1,0.2483645847730966
9,1,0.660887304603613
7,1,-1.080875290236345
11,1,0.2712825136525697
6,1,1.0275741666751832
11,1,-0.6683525704058287
11,2,1.8067837485772695
11,2,0.9359024511572905
12,1,1.1421638110725487
12,1,0.11085701149625782
9,1,-0.9662856458389795
5,1,-0.09540434841900038
12,1,2.3109781839256787
9,1,0.5921335179651936
11,2,2.196388539528313
11,1,0.3858721580499354
7,2,0.5692155890857205
7,1,-2.3413613786073673
6,1,0.08793908261678468
11,2,0.5004618024473011
9,1,0.5692155890857205
7,1,-0.11832227729847351
9,1,0.6838052334830861
7,2,-0.4620912104905705
7,1,-0.2558298505753123
4,1,-0.11832227729847351
5,1,-0.07248641953952725
7,1,0.7067231623625593
5,1,-0.8516960014416137
9,1,-0.8058601436826675
10,1,-1.7913310855000122
9,1,1.898455464095162
7,1,-1.8371669432589584
7,1,0.08793908261678468
4,1,-0.6225167126468825
4,1,-1.3788083656694958
4,1,0.20252872701415034
11,2,0.06502115373731154
4,1,-0.8058601436826675
3,1,-0.16415813505741977
7,1,0.3629542291704623
5,1,-0.7371063570442481
7,1,0.5692155890857205
7,1,-0.6225167126468825
2,1,-1.26421872127213
11,2,1.0504920955546562
11,2,1.2338355265904413
12,2,0.4546259446883548
9,1,-0.2558298505753123
9,1,-1.585069725584754
7,1,-0.5079270682495167
6,1,0.8671486645188712
7,2,-0.6454346415263555
7,1,0.6838052334830861
6,1,-0.23291192169583919
11,1,0.019185295978365283
6,1,-0.5766808548879362
12,2,1.3942610287467532
11,1,0.019185295978365283
6,1,-1.3329725079105494
7,1,0.3629542291704623
6,1,0.40879008692940855
9,1,0.5233797313267742
6,1,-0.20999399281636605
7,1,0.3629542291704623
10,2,2.585993330479356
4,1,-0.5766808548879362
6,2,1.4630148153851725
5,1,-0.7371063570442481
7,1,-0.20999399281636605
9,2,-0.553762926008463
7,2,0.34003630029098914
6,1,-0.5079270682495167
7,1,0.08793908261678468
7,1,0.4317080158088817
6,1,0.8442307356393981
12,2,1.8067837485772695
5,1,-0.049568490660054115
6,2,-2.5476227385226258
4,1,0.08793908261678468
5,1,-0.7600242859237212
6,1,-0.23291192169583919
12,1,-1.080875290236345
11,1,0.11085701149625782
9,1,-0.37041949497267795
4,1,0.7525590201215056
11,1,-2.3871972363663136
2,1,-1.8830028010179047
4,1,-0.11832227729847351
6,1,0.3629542291704623
12,2,1.2567534554699145
5,1,0.3858721580499354
11,2,0.5692155890857205
7,1,-0.16415813505741977
6,1,0.11085701149625782
6,1,-1.585069725584754
10,1,0.7067231623625593
11,2,0.11085701149625782
7,1,-0.27874777945478546
9,1,-0.5766808548879362
4,1,-0.553762926008463
6,1,-0.3933374238521511
7,1,-0.5079270682495167
3,1,-0.5079270682495167
8,1,0.06502115373731154
9,1,-1.4704800811873884
9,1,-0.20999399281636605
6,1,0.5692155890857205
7,1,-0.3016657083342586
6,1,-1.0121215035979256
9,2,1.348425170987807
9,1,-0.14124020617794664
4,1,-0.049568490660054115
4,1,0.019185295978365283
11,1,-0.003732632901107851
7,1,0.8671486645188712
5,1,-2.5934585962815717
11,1,0.7983948778804518
5,1,0.3629542291704623
9,1,-0.9892035747184525
7,2,0.40879008692940855
5,1,-1.0350394324773988
12,1,1.1421638110725487
10,2,-0.27874777945478546
7,1,0.6379693757241398
7,1,-1.768413156620539
10,1,1.715112033059377
9,2,0.4546259446883548
9,1,-0.8746139303210869
9,2,1.6692761753004308
5,2,0.6150514468446667
8,1,-0.20999399281636605
11,2,-0.07248641953952725
11,2,-0.07248641953952725
6,1,-2.272607591968948
9,2,-0.09540434841900038
5,1,-1.4704800811873884
7,1,0.1796107981346772
4,1,0.5692155890857205
11,1,0.8213128067599249
8,2,0.5462976602062474
10,1,0.5692155890857205
7,1,0.7067231623625593
12,1,0.5921335179651936
7,1,0.06502115373731154
11,1,0.4317080158088817
10,1,0.47754387356782796
7,1,-0.6683525704058287
4,1,-2.822637885076303
8,1,0.2483645847730966
7,1,-0.7829422148031944
7,1,0.5233797313267742
9,1,-0.1870760639368929
7,1,-1.057957361356872
11,2,0.9817383089162368
9,2,-0.1870760639368929
6,1,0.13377494037573096
11,2,1.3255072421083338
7,2,-0.5995987837674093
9,2,1.0504920955546562
7,1,-0.7829422148031944
4,1,0.22544665589362348
8,1,0.13377494037573096
8,2,0.5462976602062474
9,2,1.531768602023592
7,1,-0.5766808548879362
11,1,-0.026650561780580985
7,1,-2.1809358764510556
7,2,0.660887304603613
7,1,-0.4620912104905705
12,2,1.3713430998672802
7,1,-1.057957361356872
11,2,0.20252872701415034
11,2,1.9672092507335817
11,2,2.219306468407786
11,2,-0.48500913937004364
9,2,0.3629542291704623
9,2,0.6838052334830861
5,1,0.5692155890857205
5,1,-1.9975924454152705
12,1,1.165081739952022
11,2,0.40879008692940855
7,2,-0.003732632901107851
7,2,0.6379693757241398
11,2,0.317118371411516
7,1,-0.3475015660932048
7,1,-1.4475621523079152
9,1,0.9588203800367637
11,1,1.0504920955546562
7,1,0.9129845222778175
4,1,1.2796713843493877
11,2,2.883926405912507
9,2,1.6005223886620115
6,1,-0.6912704992853018
6,1,0.22544665589362348
12,1,1.6234403175414847
9,1,-0.11832227729847351
3,1,1.3713430998672802
9,1,1.3942610287467532
10,2,0.7067231623625593
11,2,0.6150514468446667
7,1,-0.7371063570442481
11,2,-0.09540434841900038
11,1,-0.049568490660054115
7,2,0.3858721580499354
3,2,1.7838658196977966
7,1,0.3629542291704623
7,2,1.210917597710968
10,1,0.8213128067599249
9,1,0.40879008692940855
7,1,-1.1037932191158182
9,1,0.6150514468446667
11,2,2.3568140416846246
6,1,0.04210322485783841
6,1,0.8442307356393981
11,1,0.9817383089162368
9,1,-1.1267111479952914
11,1,0.8213128067599249
5,1,0.5233797313267742
3,1,0.47754387356782796
11,1,0.6150514468446667
4,1,-1.0121215035979256
11,2,-0.8516960014416137
9,1,-0.07248641953952725
11,1,0.3629542291704623
7,1,0.29420044253204286
8,1,-1.607987654464227
12,2,1.348425170987807
11,2,1.6692761753004308
7,2,1.6005223886620115
9,1,0.5692155890857205
6,1,0.7296410912420324
7,1,-0.049568490660054115
7,1,0.7754769490009786
10,2,0.2483645847730966
7,2,-0.9204497880800332
7,1,0.15669286925520406
7,1,-0.8746139303210869
5,1,-0.8516960014416137
12,1,0.7525590201215056
7,2,0.4546259446883548
6,1,0.7754769490009786
4,2,-1.2871366501516033
7,1,-0.5995987837674093
7,1,-0.003732632901107851
10,1,1.3255072421083338
11,2,0.7067231623625593
6,1,0.660887304603613
7,1,0.15669286925520406
6,1,-0.27874777945478546
11,1,-0.5766808548879362
10,1,-1.057957361356872
10,2,1.187999668831495
4,1,-0.3933374238521511
7,1,0.660887304603613
9,1,0.5692155890857205
8,1,-0.41625535273162423
6,1,-1.585069725584754
7,1,1.0504920955546562
6,1,-1.5392338678258077
7,1,0.04210322485783841
5,1,0.3858721580499354
12,2,-0.049568490660054115
4,1,-0.14124020617794664
10,1,0.8671486645188712
4,1,1.0275741666751832
11,2,0.660887304603613
7,1,0.06502115373731154
6,1,-0.5308449971289899
7,1,1.1421638110725487
11,1,-0.2558298505753123
9,1,0.2483645847730966
7,1,-0.07248641953952725
11,2,0.20252872701415034
7,1,0.5233797313267742
6,1,-0.4620912104905705
12,2,0.7525590201215056
5,1,0.4546259446883548
9,2,0.08793908261678468
7,1,-0.37041949497267795
7,1,-0.6683525704058287
11,2,0.15669286925520406
3,2,-0.07248641953952725
7,1,-0.27874777945478546
5,1,-0.4620912104905705
4,1,-1.2871366501516033
9,1,0.4546259446883548
9,1,-0.09540434841900038
7,1,1.0275741666751832
7,1,-0.9662856458389795
11,1,-0.553762926008463
6,1,0.22544665589362348
7,1,-0.09540434841900038
7,1,-0.09540434841900038
7,1,-0.09540434841900038
4,1,0.3629542291704623
7,2,0.06502115373731154
9,2,0.6838052334830861
9,1,0.06502115373731154
7,1,-0.9433677169595063
11,2,-0.6225167126468825
3,1,0.22544665589362348
7,2,-0.41625535273162423
10,2,0.019185295978365283
11,1,1.2567534554699145
5,1,-0.9204497880800332
9,1,-0.4620912104905705
7,1,-0.37041949497267795
9,2,0.15669286925520406
11,1,-1.8142490143794854
7,1,-1.5163159389463345
7,1,0.08793908261678468
5,1,-0.3933374238521511
11,2,1.5776044597825383
6,2,1.3025893132288606
6,1,-1.218382863513184
9,1,1.00465623779571
7,1,-0.07248641953952725
5,1,0.2483645847730966
12,1,-1.6996593699821196
7,1,-0.20999399281636605
7,1,0.5921335179651936
7,1,-0.4620912104905705
7,1,-1.1037932191158182
7,1,-0.714188428164775
7,1,1.4859327442646457
9,1,-0.20999399281636605
9,1,-0.003732632901107851
7,1,-0.20999399281636605
6,1,0.4317080158088817
9,2,0.47754387356782796
7,1,0.04210322485783841
10,2,0.5692155890857205
7,1,0.5692155890857205
11,2,1.210917597710968
5,1,0.5233797313267742
9,1,0.15669286925520406
9,1,0.13377494037573096
6,1,-0.89753185920056
5,1,-0.8516960014416137
7,2,1.0963279533136026
7,1,0.11085701149625782
3,2,-0.23291192169583919
7,2,0.7067231623625593
11,2,0.04210322485783841
11,1,-0.6225167126468825
7,2,-0.2558298505753123
6,1,0.6379693757241398
11,2,0.20252872701415034
9,1,0.9588203800367637
7,1,-1.057957361356872
11,1,0.6379693757241398
5,1,-0.9892035747184525
9,2,-1.1496290768747646
7,1,-1.1954649346337107
9,1,1.4171789576262264
8,1,-0.5766808548879362
11,1,-0.23291192169583919
10,1,-1.218382863513184
5,1,0.22544665589362348
9,1,-1.6309055833437003
11,2,0.29420044253204286
3,1,-0.8058601436826675
6,1,0.6379693757241398
9,1,1.3025893132288606
6,1,-0.2558298505753123
9,1,0.6838052334830861
8,2,0.06502115373731154
12,2,0.5921335179651936
7,1,0.9817383089162368
11,1,-1.057957361356872
9,1,0.8442307356393981
11,2,0.6838052334830861
7,2,0.1796107981346772
9,1,0.9588203800367637
11,1,-1.6309055833437003
6,2,0.1796107981346772
9,1,-1.768413156620539
12,1,0.3629542291704623
9,2,1.0963279533136026
7,1,-0.16415813505741977
7,1,-0.9204497880800332
9,2,0.5921335179651936
11,2,0.9359024511572905
11,2,1.0275741666751832
7,2,-0.5995987837674093
9,1,-0.5308449971289899
7,1,0.2712825136525697
9,2,0.660887304603613
9,1,-0.09540434841900038
7,1,-0.43917328161109737
9,1,0.7067231623625593
7,1,0.29420044253204286
9,1,-0.3475015660932048
9,2,0.9359024511572905
11,2,0.8671486645188712
7,2,-0.20999399281636605
7,1,-0.20999399281636605
7,1,-0.11832227729847351
5,1,-0.9662856458389795
3,1,0.22544665589362348
